date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19791129,1979,79048,USA,NTS,ISC,37.0,-116.0,3.8,0.0,0.229,0.0,20.0,WR,BACKGAMMON,UNDERGROUND
19791130,1979,79049,USSR,SEMI KAZAKH,ISC,49.81,78.21,4.5,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19791202,1979,79050,USSR,SEMI KAZAKH,ISC,49.88,78.84,6.0,4.6,0.0,0.001,150.0,FMS,,UNDERGROUND
19791214,1979,79051,USA,NTS,ISC,37.1,-116.1,0.0,0.0,0.205,0.0,20.0,WR,AZUL,UNDERGROUND
19791221,1979,79052,USSR,SEMI KAZAKH,ISC,49.82,78.27,4.7,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19791223,1979,79053,USSR,SEMI KAZAKH,ISC,49.93,78.8,6.2,4.4,0.0,0.001,150.0,WR,•,UNDERGROUND
19800223,1980,80001,FRANCE,MUEUEOA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WE,THYESTE,UNDERGROUND
19800228,1980,80002,USA,NTS,ISC,37.1,-116.1,4.4,0.0,0.369,0.0,20.0,WE,TARKO,UNDERGROUND
19800303,1980,80003,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,ADRASTE,UNDERGROUND
19800308,1980,80004,USA,NTS,ISC,37.2,-116.1,3.9,0.0,0.271,0.0,20.0,WE,NOREO,UNDERGROUND
19800314,1980,80051,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,UNDERGROUND
19800323,1980,80005,FRANCE,MURUROA,ISC,-21.86,-138.97,5.7,0.0,0.0,0.0,150.0,WR,THEESE,UNDERGROUND
19800401,1980,80006,FRANCE,MURUROA,ISC,-21.77,-138.88,5.1,0.0,0.0,0.0,20.0,WR,BOROS,UNDERGROUND
19800403,1980,80007,USA,NTS,ISC,37.1,-116.1,4.7,0.0,0.417,20.0,150.0,WR,LIPTAUER,UNDERGROUND
19800404,1980,80008,USSR,SEMI KAZAKH,ISC,50.0,77.86,4.9,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19800404,1980,80009,FRANCE,MURUROA,ISC,-22.1,-138.7,4.5,0.0,0.0,0.0,20.0,WR,PELOPS,UNDERGROUND
19800410,1980,80010,USSR,SEMI KAZAKH,ISC,49.822,78.08,5.0,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19800416,1980,80011,USA,NTS,ISC,37.1,-116.0,5.3,4.2,0.579,20.0,150.0,WR,PYRAMID,UNDERGROUND
19800425,1980,80012,USSR,SEMI KAZAKH,ISC,49.96,78.81,5.5,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19800426,1980,80013,UK,NTS,ISC,37.2,-116.4,5.4,4.2,0.633,20.6,150.0,WE,COLWICK,UNDERGROUND
19800502,1980,80014,USA,NTS,ISC,37.1,-116.0,4.4,0.0,0.351,6.0,20.0,WE,CANFIELD,UNDERGROUND
19800522,1980,80015,USSR,SEMI KAZAKH,ISC,49.75,78.11,5.5,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19800522,1980,80016,USA,NTS,ISC,37.0,-116.0,0.0,0.0,0.335,0.0,20.0,WR,FLORA,UNDERGROUND
19800612,1980,80017,USSR,SEMI KAZAKH,ISC,49.95,79.05,5.6,0.0,0.0,20.0,150.0,WR,,UNDERGROUND
19800612,1980,80018,USA,NTS,ISC,37.3,-116.5,5.6,0.0,0.645,20.0,150.0,WR,KASH,UNDERGROUND
19800616,1980,80019,FRANCE,MURUROA,ISC,-21.83,-139.0,5.4,0.0,0.0,0.0,150.0,WR,EURYPHYLE,UNDERGROUND
19800616,1980,80052,USSR,BASHKIR RUSS,MTM,0.0,0.0,0.0,0.0,0.0,3.2,3.2,PNE,BUTAN,UNDERGROUND
19800621,1980,80050,FRANCE,MURUROA,WTN,-22.0,-139.0,5.0,0.0,0.0,0.0,20.0,WR,ILUS,UNDERGROUND
19800624,1980,80020,USA,NTS,ISC,37.0,-116.0,4.4,0.0,0.32,0.0,20.0,WE,HURONKING,UNDERGROUND
19800625,1980,80053,USSR,BASHKI RUSS,MTM,0.0,0.0,0.0,0.0,0.0,3.2,3.2,PNE,BUTAN,UNDERGROUND
19800625,1980,80054,USSR,SEMI KAZAKH,MTM,0.0,0.0,0.0,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19800629,1980,80021,USSR,SEMI KAZAKH,ISC,49.91,78.86,5.7,3.7,0.0,0.001,150.0,WR,,UNDERGROUND
19800706,1980,80022,FRANCE,MURUROA,ISC,-21.75,-139.0,4.6,0.0,0.0,0.0,20.0,WR,CHRYSES,UNDERGROUND
19800709,1980,80055,FRANCE,MURUROA,SPA,-22.0,-116.0,0.0,0.0,0.0,0.0,0.0,SE,LEDA,UNDERGROUND
19800719,1980,80024,FRANCE,MURUROA,ISC,-21.86,-139.0,5.8,5.2,0.0,0.0,150.0,WR,ASIOS,UNDERGROUND
19800725,1980,80025,USA,NTS,ISC,37.3,-116.5,5.5,4.2,0.68,20.0,150.0,WR,TAFI,UNDERGROUND
19800731,1980,80026,USSR,SEMI KAZAKH,ISC,49.81,78.14,5.3,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19800731,1980,80027,USA,NTS,ISC,37.0,-116.0,4.3,0.0,0.366,0.0,20.0,WR,VERDELLO,UNDERGROUND
19800914,1980,80028,USSR,SEMI KAZAKH,ISC,49.94,78.86,6.2,4.2,0.0,20.0,150.0,WR,,UNDERGROUND
19800925,1980,80030,USSR,SEMI KAZAKH,ISC,49.81,78.08,4.7,0.0,0.0,0.001,20.0,WE,,UNDERGROUND
19800925,1980,80031,USA,NTS,ISC,37.1,-116.0,4.6,0.0,0.381,20.0,150.0,WR,BONARDA,UNDERGROUND
19800925,1980,80032,USA,NTS,ISC,37.1,-116.1,0.0,0.0,0.424,107.0,107.0,WR,RIOLA,UNDERGROUND
19801008,1980,80035,USSR,ASTRAK RUSS,ISC,46.79,48.29,5.2,3.7,0.0,8.5,8.5,PNE,VEGA,UNDERGROUND
19801011,1980,80036,USSR,KZ RUSS,ISC,73.36,54.82,5.7,4.0,0.0,0.001,150.0,WR,,UNDERGROUND
19801012,1980,80037,USSR,SEMI KAZAKH,ISC,49.94,79.1,5.9,4.2,0.0,20.0,150.0,WR,,UNDERGROUND
19801016,1980,80038,CHINA,LOP NOR,ISC,41.04,89.94,4.4,4.4,0.0,200.0,1000.0,WR,,ATMOSPHERIC
19801023,1980,80056,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19801024,1980,80039,UK,NTS,ISC,37.1,-116.0,4.4,0.0,0.427,0.0,20.0,WR,DUTCHESE,UNDERGROUND
19801031,1980,80040,USA,NTS,ISC,37.2,-116.2,4.7,0.0,0.39,0.0,20.0,WE,MINERSIRON,UNDERGROUND
19801101,1980,80041,USSR,KRASNO RUSS,ISC,60.79,97.57,5.2,0.0,0.0,0.001,20.0,PNE,BATOLIT,UNDERGROUND
19801114,1980,80042,USA,NTS,ISC,37.1,-116.0,4.1,0.0,0.32,0.0,20.0,WR,DAUPHIN,UNDERGROUND
19801125,1980,80043,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,LAERTE,UNDERGROUND
19801203,1980,80044,FRANCE,MURUROA,ISC,-21.87,-138.96,5.6,0.0,0.0,0.0,150.0,WR,DIOMEDE,UNDERGROUND
19801205,1980,80057,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19801205,1980,80058,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19801210,1980,80045,USSR,TYUMEN RUSS,ISC,61.73,66.76,4.6,3.7,0.0,15.0,15.0,PNE,ANGARA,UNDERGROUND
19801214,1980,80046,USSR,SEMI KAZAKH,ISC,49.87,78.97,5.9,4.1,0.0,0.001,150.0,WR,,UNDERGROUND
19801217,1980,80047,UK,NTS,ISC,37.3,-116.3,5.1,0.0,0.573,20.0,150.0,WR,SERPA,UNDERGROUND
19801226,1980,80048,USSR,SEMI KAZAKH,ISC,49.98,78.01,4.5,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19801227,1980,80049,USSR,SEMI KAZAKH,ISC,50.01,79.03,5.9,0.0,0.0,0.001,150.0,WR,,UNDERGROUND
19810115,1981,81001,USA,NTS,ISC,37.1,-116.0,5.6,0.0,0.564,20.0,150.0,WR,BASEBALL,UNDERGROUND
19810205,1981,81002,USA,NTS,ISC,37.0,-116.0,0.0,0.0,0.354,0.0,20.0,WR,CLAIRETTE,UNDERGROUND
19810225,1981,81003,USA,NTS,ISC,37.2,-116.1,0.0,0.0,0.229,0.0,20.0,WR,SECO,UNDERGROUND
19810227,1981,81004,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,BROTEAS,UNDERGROUND
19810306,1981,81005,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,TYRO,UNDERGROUND
19810325,1981,81050,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,UNDERGROUND
19810328,1981,81006,FRANCE,MURUROA,ISC,-21.67,-138.84,4.7,0.0,0.0,0.0,20.0,WR,IPHICLES,UNDERGROUND
19810329,1981,81007,USSR,SEMI KAZAKH,ISC,49.98,79.02,5.6,0.0,0.0,0.001,20.0,FMS,,UNDERGROUND
19810410,1981,81008,FRANCE,MURUROA,ISC,-21.8,-138.9,4.8,0.0,0.0,0.0,20.0,WR,CLYMENE,UNDERGROUND
19810422,1981,81009,USSR,SEMI KAZAKH,ISC,49.87,78.9,6.0,4.7,0.0,0.001,20.0,WR,,UNDERGROUND
19810430,1981,81010,USA,NTS,ISC,37.2,-116.0,0.0,0.0,0.323,0.0,20.0,WR,VIDE,UNDERGROUND
19810525,1981,81011,USSR,ARKHAN RUSS,ISC,68.21,53.5,5.5,4.2,0.0,37.6,37.6,PNE,PIRIT,UNDERGROUND
19810527,1981,81012,USSR,SEMI KAZAKH,ISC,49.94,79.01,5.5,3.4,0.0,0.001,20.0,WR,,UNDERGROUND
19810529,1981,81013,USA,NTS,UGS,37.102,-116.004,4.2,0.0,0.32,0.0,20.0,WR,ALIGOTE,UNDERGROUND
19810604,1981,81014,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,UNDERGROUND
19810606,1981,81015,USA,NTS,ISC,37.3,-116.3,5.5,4.2,0.0,20.0,150.0,WR,HARZER,UNDERGROUND
19810630,1981,81016,USSR,SEMI KAZAKH,ISC,49.72,78.09,5.2,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19810708,1981,81018,FRANCE,MURUROA,ISC,-22.18,-138.73,5.3,0.0,0.0,0.0,20.0,WR,LYNCEE,UNDERGROUND
19810710,1981,81019,USA,NTS,ISC,37.1,-116.0,0.0,0.0,0.341,0.0,20.0,WR,NIZA,UNDERGROUND
19810711,1981,81020,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,ERYX,UNDERGROUND
19810716,1981,81021,USA,NTS,ISC,37.1,-116.0,0.0,0.0,0.204,0.0,20.0,WR,PINEAU,UNDERGROUND
19810717,1981,81022,USSR,SEMI KAZAKH,ISC,49.79,78.17,5.2,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19810718,1981,81023,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,THERAS,UNDERGROUND
19810803,1981,81024,FRANCE,MURUROA,ISC,-21.89,-138.88,5.3,0.0,0.0,0.0,150.0,WR,AGENOR,UNDERGROUND
19810805,1981,81025,USA,NTS,ISC,37.2,-116.0,0.0,0.0,0.2,0.0,20.0,WR,HAVARTI,UNDERGROUND
19810814,1981,81026,USSR,SEMI KAZAKH,ISC,49.75,78.07,5.0,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19810827,1981,81027,USA,NTS,ISC,37.2,-116.1,0.0,0.0,0.294,0.0,20.0,WR,ISLAY,UNDERGROUND
19810902,1981,81028,USSR,PERM RUSS,ISC,60.59,55.7,4.4,0.0,0.0,3.2,3.2,PNE,GELIY,UNDERGROUND
19810904,1981,81029,USA,NTS,ISC,37.1,-116.0,0.0,0.0,0.305,0.0,20.0,WR,TREBBIANO,UNDERGROUND
19810913,1981,81030,USSR,SEMI KAZAKH,ISC,49.89,78.98,6.1,4.9,0.0,20.0,150.0,WR,,UNDERGROUND
19810924,1981,81031,USA,NTS,ISC,37.0,-116.0,0.0,0.0,0.213,0.0,20.0,WR,CERNADA,UNDERGROUND
19810926,1981,81032,USSR,ASTRAK RUSS,ISC,46.82,48.28,5.2,0.0,0.0,8.5,8.5,PNE,VEGA,UNDERGROUND
19810926,1981,81033,USSR,ASTRAK RUSS,ISC,46.79,48.27,5.3,0.0,0.0,8.5,8.5,PNE,VEGA,UNDERGROUND
19811001,1981,81035,USSR,NZ RUSS,ISC,73.32,54.55,6.0,3.8,0.0,0.001,150.0,WR,,UNDERGROUND
19811001,1981,81036,USA,NTS,ISC,37.1,-116.0,4.9,0.0,0.472,20.0,150.0,WR,PALIZA,UNDERGROUND
19811016,1981,81051,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,UNDERGROUND
19811018,1981,81037,USSR,SEMI KAZAKH,ISC,49.88,78.89,6.1,4.7,0.0,0.001,150.0,WR,,UNDERGROUND
19811022,1981,81038,USSR,KRASNO RUSS,ISC,63.79,97.54,5.1,0.0,0.0,8.5,8.5,PNE,SHPAT,UNDERGROUND
19811106,1981,81052,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,LETO,UNDERGROUND
19811111,1981,81039,FRANCE,MURUROA,UGS,-21.917,-138.996,4.5,0.0,0.0,0.0,20.0,WR,PROCLES,UNDERGROUND
19811111,1981,81040,USA,NTS,UGS,37.076,-116.068,4.8,0.0,0.445,20.0,150.0,WR,TILCI,UNDERGROUND
19811112,1981,81041,UK,NTS,UGS,37.108,-116.049,5.3,4.4,0.518,20.0,150.0,WR,ROUSANNE,UNDERGROUND
19811120,1981,81042,USSR,SEMI KAZAKH,UGS,49.736,78.183,4.9,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19811129,1981,81043,USSR,SEMI KAZAKH,UGS,49.86,78.857,5.6,4.0,0.0,0.001,20.0,WR,,UNDERGROUND
19811203,1981,81044,USA,NTS,ISC,37.1,-116.1,4.6,0.0,0.494,20.0,150.0,WR,AKAVI,UNDERGROUND
19811205,1981,81045,FRANCE,MURUROA,ISC,-21.4,-139.4,4.6,0.0,0.0,0.0,20.0,WR,CILIX,UNDERGROUND
19811208,1981,81046,FRANCE,MURUROA,ISC,-21.91,-138.88,5.2,0.0,0.0,0.0,20.0,WR,CADMOS,UNDERGROUND
19811216,1981,81047,USA,NTS,ISC,37.1,-116.1,4.4,0.0,0.335,0.0,20.0,WR,CABOA,UNDERGROUND
19811222,1981,81048,USSR,SEMI KAZAKH,ISC,49.84,78.21,5.1,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19811227,1981,81049,USSR,SEMI KAZAKH,ISC,49.9,78.86,6.2,4.4,0.0,20.0,150.0,WR,,UNDERGROUND
19820128,1982,82001,USA,NTS,ISC,37.1,-116.1,5.9,4.5,0.64,139.0,133.0,WR,JORNADA,UNDERGROUND
19820212,1982,82002,USA,NTS,ISC,37.2,-116.5,5.4,0.0,0.651,20.0,150.0,WR,MOLBO,UNDERGROUND
19820212,1982,82003,USA,NTS,ISC,37.3,-116.3,5.6,0.0,0.64,20.0,150.0,WR,HOSTA,UNDERGROUND
19820219,1982,82004,USSR,SEMI KAZAKH,ISC,49.83,78.12,5.4,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19820220,1982,82055,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,AEROPE,UNDERGROUND
19820224,1982,82056,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,DEIPHOBE,UNDERGROUND
19820320,1982,82005,FRANCE,MURUROA,ISC,-21.86,-139.03,4.9,5.2,0.0,0.0,20.0,WR,RHESOS,UNDERGROUND
19820323,1982,82057,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,EVENOS,UNDERGROUND
19820331,1982,82058,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,0.0,SE,AESON,UNDERGROUND
19820417,1982,82006,USA,NTS,ISC,37.0,-116.0,4.5,0.0,0.357,0.0,20.0,WR,TENAJA,UNDERGROUND
19820425,1982,82007,USSR,SEMI KAZAKH,ISC,49.87,78.92,6.1,4.6,0.0,20.0,150.0,FMS,,UNDERGROUND
19820425,1982,82008,UK,NTS,ISC,37.3,-116.4,5.4,0.0,0.57,20.0,150.0,WR,GIBNE,UNDERGROUND
19820506,1982,82009,USA,NTS,ISC,37.1,-116.1,4.3,0.0,0.335,0.0,20.0,WR,KRYDDOST,UNDERGROUND
19820507,1982,82010,USA,NTS,ISC,37.1,-116.0,5.7,4.2,0.564,20.0,150.0,WR,BOUSCHET,UNDERGROUND
19820616,1982,82012,USA,NTS,UGS,37.114,-116.017,0.0,0.0,0.289,0.0,20.0,WR,KESTI,UNDERGROUND
19820624,1982,82013,USA,NTS,UGS,37.236,-116.37,5.6,4.5,0.64,20.0,150.0,WR,NEBBIOLO,UNDERGROUND
19820625,1982,82014,USSR,SEMI KAZAKH,UGS,49.795,78.158,4.9,0.0,0.0,0.001,20.0,WE,,UNDERGROUND
19820627,1982,82059,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,LAODICE,UNDERGROUND
19820701,1982,82015,FRANCE,MURUROA,UGS,-21.766,-139.05,5.2,0.0,0.0,0.0,150.0,WR,ANTILOKOS,UNDERGROUND
19820704,1982,82016,USSR,SEMI KAZAKH,UGS,49.995,78.856,6.1,4.9,0.0,0.001,150.0,WE,,UNDERGROUND
19820721,1982,82018,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,PITANE,UNDERGROUND
19820725,1982,82019,FRANCE,MURUROA,UGS,-21.864,-138.943,5.6,0.0,0.0,0.0,150.0,WR,LAIOS,UNDERGROUND
19820729,1982,82020,USA,NTS,UGS,37.102,-116.075,4.5,0.0,0.4,20.0,150.0,WR,MONTEREY,UNDERGROUND
19820731,1982,82021,USSR,IRKUTS RUSS,UGS,53.813,104.132,5.1,3.8,0.0,8.5,8.5,PNE,RIFT,UNDERGROUND
19820805,1982,82023,USA,NTS,UGS,37.084,-116.007,5.7,4.2,0.64,138.0,138.0,WR,ATRISCO,UNDERGROUND
19820811,1982,82024,USA,NTS,UGS,37.19,-116.048,0.0,0.0,0.216,0.0,20.0,WR,QUESO,UNDERGROUND
19820823,1982,82025,USSR,SEMI KAZAKH,UGS,49.747,77.971,4.7,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19820831,1982,82027,USSR,SEMI KAZAKH,UGS,49.92,78.812,5.4,3.5,0.0,0.001,20.0,WR,,UNDERGROUND
19820902,1982,82029,USA,NTS,UGS,37.02,-116.016,0.0,0.0,0.229,0.0,20.0,WR,CERRO,UNDERGROUND
19820904,1982,82031,USSR,KRASNO RUSS,UGS,69.206,81.647,5.2,3.5,0.0,16.0,16.0,PNE,RIFT,UNDERGROUND
19820921,1982,82033,USSR,SEMI KAZAKH,UGS,49.854,78.216,5.2,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19820923,1982,82034,USA,NTS,UGS,37.212,-116.207,4.9,0.0,0.0,0.0,20.0,WE,HURON LANDING,UNDERGROUND
19820923,1982,82035,USA,NTS,UGS,37.212,-116.207,4.9,0.0,0.0,0.0,20.0,WE,DIAMOND ACE,UNDERGROUND
19820923,1982,82036,USA,NTS,UGS,37.175,-116.088,4.9,0.0,0.451,20.0,150.0,WR,FRISCO,UNDERGROUND
19820925,1982,82037,USSR,KRASNO RUSS,UGS,64.313,91.834,5.1,0.0,0.0,8.5,8.5,PNE,RIFT,UNDERGROUND
19820929,1982,82038,USA,NTS,UGS,37.091,-116.045,0.0,0.0,0.564,0.0,150.0,WR,BORREGO,UNDERGROUND
19821005,1982,82060,CHINA,LOP NOR,NRD,41.632,88.301,0.0,0.0,0.0,3.0,15.0,WR,,UNDERGROUND
19821010,1982,82040,USSR,JAKUTS RUSS,UGS,61.553,112.864,5.3,0.0,0.0,15.0,15.0,PNE,NEVA,UNDERGROUND
19821011,1982,82041,USSR,NZ RUSS,UGS,73.392,54.559,5.6,3.6,0.0,0.001,150.0,WR,,UNDERGROUND
19821016,1982,82042,USSR,ASTRAK RUSS,UGS,46.73,48.197,5.2,3.0,0.0,13.5,13.5,PNE,VEGA,UNDERGROUND
19821016,1982,82043,USSR,ASTRAK RUSS,UGS,46.748,48.215,5.2,3.0,0.0,8.5,8.5,PNE,VEGA,UNDERGROUND
19821016,1982,82044,USSR,ASTRAK RUSS,UGS,46.754,48.27,5.2,3.1,0.0,8.5,8.5,PNE,VEGA,UNDERGROUND
19821016,1982,82045,USSR,ASTRAK RUSS,UGS,46.743,48.213,5.4,3.1,0.0,8.5,8.5,PNE,VEGA,UNDERGROUND
19821112,1982,82047,USA,NTS,UGS,37.024,-116.032,4.4,0.0,0.336,0.0,20.0,WR,SEYVAL,UNDERGROUND
19821127,1982,82061,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,PROCRIS,UNDERGROUND
19821205,1982,82051,USSR,SEMI KAZAKH,UGS,49.928,78.869,6.1,4.4,0.0,0.001,150.0,WR,,UNDERGROUND
19821210,1982,82052,USA,NTS,UGS,37.03,-116.072,4.6,0.0,0.413,20.0,150.0,WR,MANTECA,UNDERGROUND
19821225,1982,82053,USSR,SEMI KAZAKH,UGS,49.871,78.095,4.8,3.4,0.0,0.001,20.0,WR,,UNDERGROUND
19821226,1982,82054,USSR,SEMI KAZAKH,UGS,50.066,79.043,5.7,0.0,0.0,20.0,150.0,FMS,,UNDERGROUND
19830211,1983,83002,USA,NTS,UGS,37.051,-116.045,0.0,0.0,0.304,0.0,20.0,WR,COALORA,UNDERGROUND
19830217,1983,83003,USA,NTS,UGS,37.163,-116.063,4.0,0.0,0.343,0.0,20.0,WR,CHEEDAM,UNDERGROUND
19830311,1983,83055,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.0,0.001,SAM,,UNDERGROUND
19830326,1983,83005,USA,NTS,UGS,37.301,-116.46,5.1,0.0,0.542,20.0,150.0,WR,CABRA,UNDERGROUND
19830330,1983,83006,USSR,SEMI KAZAKH,HFS,49.0,79.0,5.0,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19830412,1983,83007,USSR,SEMI KAZAKH,HFS,49.815,78.222,4.9,0.0,0.0,0.001,20.0,WE,,UNDERGROUND
19830414,1983,83008,USA,NTS,UGS,37.073,-116.04,5.7,0.0,0.533,0.0,150.0,WR,TURQUOISE,UNDERGROUND
19830419,1983,83009,FRANCE,MURUROA,UGS,-21.847,-138.906,5.6,0.0,0.0,0.0,150.0,WR,EURYTOS,UNDERGROUND
19830422,1983,83010,UK,NTS,UGS,37.112,-116.022,4.0,0.0,0.265,0.0,20.0,WR,ARMADA,UNDERGROUND
19830425,1983,83057,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,AUTOMEDON,UNDERGROUND
19830504,1983,83056,CHINA,LOP NOR,NRD,41.5,89.0,0.0,0.0,0.0,,,WR,,UNDERGROUND
19830505,1983,83011,USA,NTS,UGS,37.012,-116.089,4.5,0.0,0.39,0.0,20.0,WR,CROWDIE,UNDERGROUND
19830525,1983,83012,FRANCE,MURUROA,UGS,-21.895,-138.918,5.9,4.1,0.0,0.0,150.0,WR,CINYRAS,UNDERGROUND
19830526,1983,83013,USA,NTS,UGS,37.103,-116.006,4.4,0.0,0.384,0.0,20.0,WR,FAHADA,UNDERGROUND
19830526,1983,83054,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WE,MINI JADE,UNDERGROUND
19830530,1983,83014,USSR,SEMI KAZAKH,UGS,49.74,78.206,5.4,0.0,0.0,0.001,20.0,FMS,,UNDERGROUND
19830609,1983,83015,USA,NTS,UGS,37.158,-116.089,4.5,0.0,0.32,0.0,20.0,WR,DANABLU,UNDERGROUND
19830612,1983,83016,USSR,SEMI KAZAKH,UGS,49.906,78.981,6.1,4.6,0.0,0.001,150.0,WR,,UNDERGROUND
19830618,1983,83058,FRANCE,MURUROA,SPA,-22.0,-139.0,0.0,0.0,0.0,0.0,5.0,WR,BURISIS,UNDERGROUND
19830624,1983,83017,USSR,SEMI KAZAKH,UGS,49.81,78.107,4.7,0.0,0.0,0.001,20.0,WR,,UNDERGROUND
19830628,1983,83018,FRANCE,MURUROA,UGS,-21.745,-138.917,5.4,4.5,0.0,0.0,20.0,WR,OXYLOS,UNDERGROUND
19830710,1983,83019,USSR,KAZAKH,UGS,51.308,53.273,5.3,0.0,0.0,15.0,15.0,PNE,LIRA,UNDERGROUND
19830710,1983,83020,USSR,KAZAKH,UGS,51.34,53.27,5.3,0.0,0.0,15.0,15.0,PNE,LIRA,UNDERGROUND
19830710,1983,83021,USSR,KAZAKH,UGS,51.344,53.291,5.2,0.0,0.0,15.0,15.0,PNE,LIRA,UNDERGROUND
19830720,1983,83022,FRANCE,MURUROA,WTN,-22.0,-139.0,0.0,0.0,0.0,0.0,20.0,WR,BATTOS,UNDERGROUND
19830803,1983,83024,USA,NTS,UGS,37.119,-116.084,4.2,0.0,0.326,0.0,20.0,WR,LABAN,UNDERGROUND
19830804,1983,83025,FRANCE,MURUROA,UGS,-21.835,-138.922,5.2,0.0,0.0,0.0,150.0,WR,CARNABON,UNDERGROUND
19830811,1983,83026,USA,NTS,UGS,36.998,-116.003,4.4,0.0,0.32,0.0,20.0,WR,SABADO,UNDERGROUND
19830818,1983,83027,USSR,NZ RUSS,UGS,73.383,54.913,5.9,4.2,0.0,0.001,150.0,WR,,UNDERGROUND
19830827,1983,83028,USA,NTS,UGS,37.192,-115.992,4.1,0.0,0.0,0.0,20.0,WR,JARLSBERG,UNDERGROUND
19830901,1983,83029,USA,NTS,UGS,37.273,-116.355,5.4,0.0,0.625,143.0,143.0,WR,CHANCELLOR,UNDERGROUND
19830911,1983,83030,USSR,SEMI KAZAKH,UGS,49.878,78.183,4.8,0.0,0.0,0.001,20.0,WE,,UNDERGROUND
19830921,1983,83031,USA,NTS,UGS,37.21,-116.209,0.0,0.0,0.405,0.0,20.0,WE,MIDNIGHT ZEPHYR,UNDERGROUND
19830921,1983,83052,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,20.0,WR,BRANCO/HERKIM,UNDERGROUND
19830922,1983,83032,USA,NTS,UGS,37.106,-116.049,0.0,0.0,0.533,0.0,150.0,WR,TECHADO,UNDERGROUND
19830924,1983,83033,USSR,ASTRAK RUSS,UGS,46.816,48.291,5.1,0.0,0.0,8.5,8.5,PNE,VEGA,UNDERGROUND
19830924,1983,83034,USSR,ASTRAK RUSS,UGS,46.817,48.279,5.0,0.0,0.0,8.5,8.5,PNE,VEGA,UNDERGROUND
